model,step,seed,entropy_bits
GPT 5,9,7,0.0
GPT 5,10,7,0.0
GPT 5,1,8,6.832890014164741
GPT 5,2,8,5.459431618637297
GPT 5,3,8,4.0
GPT 5,4,8,3.169925001442312
GPT 5,5,8,2.0
GPT 5,6,8,1.584962500721156
GPT 5,7,8,0.0
GPT 5,8,8,0.0
GPT 5,9,8,0.0
GPT 5,10,8,0.0
GPT 5,1,9,6.507794640198696
GPT 5,2,9,5.523561956057013
GPT 5,3,9,4.523561956057013
GPT 5,4,9,3.0
GPT 5,5,9,1.584962500721156
GPT 5,6,9,0.0
GPT 5,7,9,0.0
GPT 5,8,9,0.0
GPT 5,9,9,0.0
GPT 5,10,9,0.0
GPT 5,1,10,6.584962500721156
GPT 5,2,10,5.491853096329675
GPT 5,3,10,4.169925001442312
GPT 5,4,10,3.0
GPT 5,5,10,1.584962500721156
GPT 5,6,10,1.0
GPT 5,7,10,0.0
GPT 5,8,10,0.0
GPT 5,9,10,0.0
GPT 5,10,10,0.0
GPT 5,1,11,6.7414669864011465
GPT 5,2,11,5.807354922057604
GPT 5,3,11,4.700439718141093
GPT 5,4,11,3.321928094887362
GPT 5,5,11,2.0
GPT 5,6,11,1.0
GPT 5,7,11,0.0
GPT 5,8,11,0.0
GPT 5,9,11,0.0
GPT 5,10,11,0.0
GPT 5,1,12,6.658211482751795
GPT 5,2,12,5.426264754702098
GPT 5,3,12,4.247927513443585
GPT 5,4,12,3.0
GPT 5,5,12,1.584962500721156
GPT 5,6,12,1.0
GPT 5,7,12,0.0
GPT 5,8,12,0.0
GPT 5,9,12,0.0
GPT 5,10,12,0.0
GPT 5,1,13,6.584962500721156
GPT 5,2,13,5.614709844115208
GPT 5,3,13,4.321928094887363
GPT 5,4,13,3.0
GPT 5,5,13,1.584962500721156
GPT 5,6,13,1.0
GPT 5,7,13,0.0
GPT 5,8,13,0.0
GPT 5,9,13,0.0
GPT 5,10,13,0.0
GPT 5,1,14,6.700439718141093
GPT 5,2,14,5.584962500721156
GPT 5,3,14,4.169925001442312
GPT 5,4,14,2.807354922057604
GPT 5,5,14,1.584962500721156
GPT 5,6,14,1.0
GPT 5,7,14,0.0
GPT 5,8,14,0.0
GPT 5,9,14,0.0
GPT 5,10,14,0.0
GPT 5,1,15,6.584962500721156
GPT 5,2,15,5.20945336562895
GPT 5,3,15,3.9068905956085187
GPT 5,4,15,2.584962500721156
GPT 5,5,15,1.584962500721156
GPT 5,6,15,1.0
GPT 5,7,15,0.0
GPT 5,8,15,0.0
GPT 5,9,15,0.0
GPT 5,10,15,0.0
GPT 5,1,16,6.584962500721156
GPT 5,2,16,5.614709844115208
GPT 5,3,16,4.0
GPT 5,4,16,2.807354922057604
GPT 5,5,16,1.0
GPT 5,6,16,0.0
GPT 5,7,16,0.0
GPT 5,8,16,0.0
GPT 5,9,16,0.0
GPT 5,10,16,0.0
GPT 5,1,17,6.727920454563199
GPT 5,2,17,5.129283016944966
GPT 5,3,17,3.700439718141092
GPT 5,4,17,2.321928094887362
GPT 5,5,17,1.0
GPT 5,6,17,1.0
GPT 5,7,17,0.0
GPT 5,8,17,0.0
GPT 5,9,17,0.0
GPT 5,10,17,0.0
GPT 5,1,18,6.820178962415188
GPT 5,2,18,5.584962500721156
GPT 5,3,18,4.392317422778761
GPT 5,4,18,3.169925001442312
GPT 5,5,18,1.584962500721156
GPT 5,6,18,1.584962500721156
GPT 5,7,18,0.0
GPT 5,8,18,0.0
GPT 5,9,18,0.0
GPT 5,10,18,0.0
GPT 5,1,19,6.894817763307944
GPT 5,2,19,5.832890014164741
GPT 5,3,19,4.954196310386875
GPT 5,4,19,3.700439718141092
GPT 5,5,19,2.321928094887362
GPT 5,6,19,2.0
GPT 5,7,19,0.0
GPT 5,8,19,0.0
GPT 5,9,19,0.0
GPT 5,10,19,0.0
GPT 5,1,20,6.569855608330948
GPT 5,2,20,5.614709844115208
GPT 5,3,20,3.9068905956085187
GPT 5,4,20,2.321928094887362
GPT 5,5,20,1.0
GPT 5,6,20,0.0
GPT 5,7,20,0.0
GPT 5,8,20,0.0
GPT 5,9,20,0.0
GPT 5,10,20,0.0
GPT 5,1,21,6.507794640198696
GPT 5,2,21,5.20945336562895
GPT 5,3,21,3.584962500721156
GPT 5,4,21,2.0
GPT 5,5,21,0.0
GPT 5,6,21,0.0
GPT 5,7,21,0.0
GPT 5,8,21,0.0
GPT 5,9,21,0.0
GPT 5,10,21,0.0
GPT 5,1,22,6.409390936137702
GPT 5,2,22,5.459431618637297
GPT 5,3,22,4.247927513443585
GPT 5,4,22,2.807354922057604
GPT 5,5,22,1.0
GPT 5,6,22,0.0
GPT 5,7,22,0.0
GPT 5,8,22,0.0
GPT 5,9,22,0.0
GPT 5,10,22,0.0
GPT 5,1,23,6.78135971352466
GPT 5,2,23,5.459431618637297
GPT 5,3,23,4.321928094887363
GPT 5,4,23,3.169925001442312
GPT 5,5,23,1.584962500721156
GPT 5,6,23,1.0
GPT 5,7,23,0.0
GPT 5,8,23,0.0
GPT 5,9,23,0.0
GPT 5,10,23,0.0
GPT 5,1,24,6.918863237274595
GPT 5,2,24,5.700439718141093
GPT 5,3,24,4.523561956057013
GPT 5,4,24,3.4594316186372973
GPT 5,5,24,2.0
GPT 5,6,24,1.0
GPT 5,7,24,0.0
GPT 5,8,24,0.0
GPT 5,9,24,0.0
GPT 5,10,24,0.0
GPT 5,1,25,6.507794640198696
GPT 5,2,25,5.700439718141093
GPT 5,3,25,4.700439718141093
GPT 5,4,25,3.4594316186372973
GPT 5,5,25,1.584962500721156
GPT 5,6,25,1.0
GPT 5,7,25,0.0
GPT 5,8,25,0.0
GPT 5,9,25,0.0
GPT 5,10,25,0.0
GPT 5,1,26,6.6865005271832185
GPT 5,2,26,5.832890014164741
GPT 5,3,26,4.754887502163468
GPT 5,4,26,3.584962500721156
GPT 5,5,26,2.321928094887362
GPT 5,6,26,1.584962500721156
GPT 5,7,26,0.0
GPT 5,8,26,0.0
GPT 5,9,26,0.0
GPT 5,10,26,0.0
GPT 5,1,27,6.643856189774724
GPT 5,2,27,5.807354922057604
GPT 5,3,27,4.459431618637297
GPT 5,4,27,3.321928094887362
GPT 5,5,27,2.0
GPT 5,6,27,1.584962500721156
GPT 5,7,27,0.0
GPT 5,8,27,0.0
GPT 5,9,27,0.0
GPT 5,10,27,0.0
GPT 5,1,28,6.459431618637297
GPT 5,2,28,5.247927513443585
GPT 5,3,28,3.9068905956085187
GPT 5,4,28,2.584962500721156
GPT 5,5,28,1.584962500721156
GPT 5,6,28,1.0
GPT 5,7,28,0.0
GPT 5,8,28,0.0
GPT 5,9,28,0.0
GPT 5,10,28,0.0
GPT 5,1,29,6.599912842187128
GPT 5,2,29,5.700439718141093
GPT 5,3,29,4.523561956057013
GPT 5,4,29,3.321928094887362
GPT 5,5,29,2.0
GPT 5,6,29,1.0
GPT 5,7,29,0.0
GPT 5,8,29,0.0
GPT 5,9,29,0.0
GPT 5,10,29,0.0
GPT 5,1,30,6.491853096329675
GPT 5,2,30,5.426264754702098
GPT 5,3,30,4.321928094887363
GPT 5,4,30,2.807354922057604
GPT 5,5,30,1.584962500721156
GPT 5,6,30,1.0
GPT 5,7,30,0.0
GPT 5,8,30,0.0
GPT 5,9,30,0.0
GPT 5,10,30,0.0
Gemini 2.5 Pro,1,1,6.442943495848728
Gemini 2.5 Pro,2,1,5.392317422778761
Gemini 2.5 Pro,3,1,4.0
Gemini 2.5 Pro,4,1,3.807354922057604
Gemini 2.5 Pro,5,1,2.584962500721156
Gemini 2.5 Pro,6,1,1.584962500721156
Gemini 2.5 Pro,7,1,1.0
Gemini 2.5 Pro,8,1,0.0
Gemini 2.5 Pro,9,1,0.0
Gemini 2.5 Pro,10,1,0.0
Gemini 2.5 Pro,1,2,6.965784284662087
Gemini 2.5 Pro,2,2,6.108524456778169
Gemini 2.5 Pro,3,2,4.754887502163468
Gemini 2.5 Pro,4,2,4.321928094887363
Gemini 2.5 Pro,5,2,3.321928094887362
Gemini 2.5 Pro,6,2,2.321928094887362
Gemini 2.5 Pro,7,2,1.584962500721156
Gemini 2.5 Pro,8,2,0.0
Gemini 2.5 Pro,9,2,0.0
Gemini 2.5 Pro,10,2,0.0
Gemini 2.5 Pro,1,3,6.78135971352466
Gemini 2.5 Pro,2,3,5.584962500721156
Gemini 2.5 Pro,3,3,4.321928094887363
Gemini 2.5 Pro,4,3,3.807354922057604
Gemini 2.5 Pro,5,3,2.584962500721156
Gemini 2.5 Pro,6,3,1.0
Gemini 2.5 Pro,7,3,0.0
Gemini 2.5 Pro,8,3,0.0
Gemini 2.5 Pro,9,3,0.0
Gemini 2.5 Pro,10,3,0.0
Gemini 2.5 Pro,1,4,6.569855608330948
Gemini 2.5 Pro,2,4,6.0
Gemini 2.5 Pro,3,4,5.0
Gemini 2.5 Pro,4,4,4.247927513443585
Gemini 2.5 Pro,5,4,3.0
Gemini 2.5 Pro,6,4,1.584962500721156
Gemini 2.5 Pro,7,4,1.0
Gemini 2.5 Pro,8,4,0.0
Gemini 2.5 Pro,9,4,0.0
Gemini 2.5 Pro,10,4,0.0
Gemini 2.5 Pro,1,5,6.714245517666122
Gemini 2.5 Pro,2,5,5.906890595608519
Gemini 2.5 Pro,3,5,4.523561956057013
Gemini 2.5 Pro,4,5,4.247927513443585
Gemini 2.5 Pro,5,5,3.0
Gemini 2.5 Pro,6,5,1.584962500721156
Gemini 2.5 Pro,7,5,1.584962500721156
Gemini 2.5 Pro,8,5,0.0
Gemini 2.5 Pro,9,5,0.0
Gemini 2.5 Pro,10,5,0.0
Gemini 2.5 Pro,1,6,6.584962500721156
Gemini 2.5 Pro,2,6,5.807354922057604
Gemini 2.5 Pro,3,6,4.584962500721156
Gemini 2.5 Pro,4,6,4.0
Gemini 2.5 Pro,5,6,3.169925001442312
Gemini 2.5 Pro,6,6,2.0
Gemini 2.5 Pro,7,6,1.584962500721156
Gemini 2.5 Pro,8,6,0.0
Gemini 2.5 Pro,9,6,0.0
Gemini 2.5 Pro,10,6,0.0
Gemini 2.5 Pro,1,7,6.599912842187128
Gemini 2.5 Pro,2,7,5.700439718141093
Gemini 2.5 Pro,3,7,4.754887502163468
Gemini 2.5 Pro,4,7,4.321928094887363
Gemini 2.5 Pro,5,7,3.169925001442312
Gemini 2.5 Pro,6,7,2.0
Gemini 2.5 Pro,7,7,1.0
Gemini 2.5 Pro,8,7,0.0
Gemini 2.5 Pro,9,7,0.0
Gemini 2.5 Pro,10,7,0.0
Gemini 2.5 Pro,1,8,6.539158811108031
Gemini 2.5 Pro,2,8,5.832890014164741
Gemini 2.5 Pro,3,8,4.087462841250339
Gemini 2.5 Pro,4,8,3.4594316186372973
Gemini 2.5 Pro,5,8,2.0
Gemini 2.5 Pro,6,8,1.0
Gemini 2.5 Pro,7,8,0.0
Gemini 2.5 Pro,8,8,0.0
Gemini 2.5 Pro,9,8,0.0
Gemini 2.5 Pro,10,8,0.0
Gemini 2.5 Pro,1,9,6.614709844115208
Gemini 2.5 Pro,2,9,5.954196310386875
Gemini 2.5 Pro,3,9,5.087462841250339
Gemini 2.5 Pro,4,9,4.459431618637297
Gemini 2.5 Pro,5,9,3.584962500721156
Gemini 2.5 Pro,6,9,2.321928094887362
Gemini 2.5 Pro,7,9,1.584962500721156
Gemini 2.5 Pro,8,9,0.0
Gemini 2.5 Pro,9,9,0.0
Gemini 2.5 Pro,10,9,0.0
Gemini 2.5 Pro,1,10,6.700439718141093
Gemini 2.5 Pro,2,10,6.108524456778169
Gemini 2.5 Pro,3,10,5.285402218862249
Gemini 2.5 Pro,4,10,4.247927513443585
Gemini 2.5 Pro,5,10,3.0
Gemini 2.5 Pro,6,10,2.0
Gemini 2.5 Pro,7,10,1.584962500721156
Gemini 2.5 Pro,8,10,0.0
Gemini 2.5 Pro,9,10,0.0
Gemini 2.5 Pro,10,10,0.0
Gemini 2.5 Pro,1,11,6.539158811108031
Gemini 2.5 Pro,2,11,5.614709844115208
Gemini 2.5 Pro,3,11,4.459431618637297
Gemini 2.5 Pro,4,11,4.087462841250339
Gemini 2.5 Pro,5,11,3.169925001442312
Gemini 2.5 Pro,6,11,1.584962500721156
Gemini 2.5 Pro,7,11,1.584962500721156
Gemini 2.5 Pro,8,11,0.0
Gemini 2.5 Pro,9,11,0.0
Gemini 2.5 Pro,10,11,0.0
Gemini 2.5 Pro,1,12,6.491853096329675
Gemini 2.5 Pro,2,12,5.672425341971495
Gemini 2.5 Pro,3,12,4.459431618637297
Gemini 2.5 Pro,4,12,3.807354922057604
Gemini 2.5 Pro,5,12,2.321928094887362
Gemini 2.5 Pro,6,12,1.0
Gemini 2.5 Pro,7,12,1.0
Gemini 2.5 Pro,8,12,0.0
Gemini 2.5 Pro,9,12,0.0
Gemini 2.5 Pro,10,12,0.0
Gemini 2.5 Pro,1,13,6.794415866350106
Gemini 2.5 Pro,2,13,5.977279923499917
Gemini 2.5 Pro,3,13,4.857980995127572
Gemini 2.5 Pro,4,13,3.807354922057604
Gemini 2.5 Pro,5,13,2.807354922057604
Gemini 2.5 Pro,6,13,1.584962500721156
Gemini 2.5 Pro,7,13,1.0
Gemini 2.5 Pro,8,13,0.0
Gemini 2.5 Pro,9,13,0.0
Gemini 2.5 Pro,10,13,0.0
Gemini 2.5 Pro,1,14,6.820178962415188
Gemini 2.5 Pro,2,14,5.700439718141093
Gemini 2.5 Pro,3,14,4.643856189774724
Gemini 2.5 Pro,4,14,4.087462841250339
Gemini 2.5 Pro,5,14,2.807354922057604
Gemini 2.5 Pro,6,14,1.584962500721156
Gemini 2.5 Pro,7,14,1.0
Gemini 2.5 Pro,8,14,0.0
Gemini 2.5 Pro,9,14,0.0
Gemini 2.5 Pro,10,14,0.0
Gemini 2.5 Pro,1,15,6.700439718141093
Gemini 2.5 Pro,2,15,5.614709844115208
Gemini 2.5 Pro,3,15,4.643856189774724
Gemini 2.5 Pro,4,15,4.169925001442312
Gemini 2.5 Pro,5,15,3.0
Gemini 2.5 Pro,6,15,2.0
Gemini 2.5 Pro,7,15,1.0
Gemini 2.5 Pro,8,15,0.0
Gemini 2.5 Pro,9,15,0.0
Gemini 2.5 Pro,10,15,0.0
Gemini 2.5 Pro,1,16,6.768184324776926
Gemini 2.5 Pro,2,16,5.643856189774724
Gemini 2.5 Pro,3,16,4.584962500721156
Gemini 2.5 Pro,4,16,3.807354922057604
Gemini 2.5 Pro,5,16,2.321928094887362
Gemini 2.5 Pro,6,16,1.0
Gemini 2.5 Pro,7,16,0.0
Gemini 2.5 Pro,8,16,0.0
Gemini 2.5 Pro,9,16,0.0
Gemini 2.5 Pro,10,16,0.0
Gemini 2.5 Pro,1,17,6.794415866350106
Gemini 2.5 Pro,2,17,5.832890014164741
Gemini 2.5 Pro,3,17,4.857980995127572
Gemini 2.5 Pro,4,17,4.247927513443585
Gemini 2.5 Pro,5,17,3.0
Gemini 2.5 Pro,6,17,1.584962500721156
Gemini 2.5 Pro,7,17,1.0
Gemini 2.5 Pro,8,17,0.0
Gemini 2.5 Pro,9,17,0.0
Gemini 2.5 Pro,10,17,0.0
Gemini 2.5 Pro,1,18,6.794415866350106
Gemini 2.5 Pro,2,18,5.807354922057604
Gemini 2.5 Pro,3,18,4.459431618637297
Gemini 2.5 Pro,4,18,4.0
Gemini 2.5 Pro,5,18,2.807354922057604
Gemini 2.5 Pro,6,18,2.0
Gemini 2.5 Pro,7,18,1.0
Gemini 2.5 Pro,8,18,0.0
Gemini 2.5 Pro,9,18,0.0
Gemini 2.5 Pro,10,18,0.0
Gemini 2.5 Pro,1,19,6.475733430966398
Gemini 2.5 Pro,2,19,5.672425341971495
Gemini 2.5 Pro,3,19,4.523561956057013
Gemini 2.5 Pro,4,19,3.700439718141092
Gemini 2.5 Pro,5,19,2.584962500721156
Gemini 2.5 Pro,6,19,1.584962500721156
Gemini 2.5 Pro,7,19,1.0
Gemini 2.5 Pro,8,19,0.0
Gemini 2.5 Pro,9,19,0.0
Gemini 2.5 Pro,10,19,0.0
Gemini 2.5 Pro,1,20,6.658211482751795
Gemini 2.5 Pro,2,20,6.129283016944966
Gemini 2.5 Pro,3,20,4.643856189774724
Gemini 2.5 Pro,4,20,4.0
Gemini 2.5 Pro,5,20,3.169925001442312
Gemini 2.5 Pro,6,20,2.0
Gemini 2.5 Pro,7,20,1.0
Gemini 2.5 Pro,8,20,0.0
Gemini 2.5 Pro,9,20,0.0
Gemini 2.5 Pro,10,20,0.0
Gemini 2.5 Pro,1,21,6.727920454563199
Gemini 2.5 Pro,2,21,5.906890595608519
Gemini 2.5 Pro,3,21,4.754887502163468
Gemini 2.5 Pro,4,21,4.392317422778761
Gemini 2.5 Pro,5,21,3.169925001442312
Gemini 2.5 Pro,6,21,2.0
Gemini 2.5 Pro,7,21,1.0
Gemini 2.5 Pro,8,21,0.0
Gemini 2.5 Pro,9,21,0.0
Gemini 2.5 Pro,10,21,0.0
Gemini 2.5 Pro,1,22,6.882643049361842
Gemini 2.5 Pro,2,22,6.022367813028454
Gemini 2.5 Pro,3,22,4.523561956057013
Gemini 2.5 Pro,4,22,4.0
Gemini 2.5 Pro,5,22,3.0
Gemini 2.5 Pro,6,22,1.584962500721156
Gemini 2.5 Pro,7,22,1.0
Gemini 2.5 Pro,8,22,0.0
Gemini 2.5 Pro,9,22,0.0
Gemini 2.5 Pro,10,22,0.0
Gemini 2.5 Pro,1,23,6.539158811108031
Gemini 2.5 Pro,2,23,5.832890014164741
Gemini 2.5 Pro,3,23,5.0
Gemini 2.5 Pro,4,23,4.169925001442312
Gemini 2.5 Pro,5,23,2.807354922057604
Gemini 2.5 Pro,6,23,1.584962500721156
Gemini 2.5 Pro,7,23,1.0
Gemini 2.5 Pro,8,23,0.0
Gemini 2.5 Pro,9,23,0.0
Gemini 2.5 Pro,10,23,0.0
Gemini 2.5 Pro,1,24,6.491853096329675
Gemini 2.5 Pro,2,24,5.614709844115208
Gemini 2.5 Pro,3,24,4.643856189774724
Gemini 2.5 Pro,4,24,4.247927513443585
Gemini 2.5 Pro,5,24,3.0
Gemini 2.5 Pro,6,24,2.0
Gemini 2.5 Pro,7,24,1.584962500721156
Gemini 2.5 Pro,8,24,0.0
Gemini 2.5 Pro,9,24,0.0
Gemini 2.5 Pro,10,24,0.0
Gemini 2.5 Pro,1,25,6.700439718141093
Gemini 2.5 Pro,2,25,6.066089190457772
Gemini 2.5 Pro,3,25,4.700439718141093
Gemini 2.5 Pro,4,25,4.169925001442312
Gemini 2.5 Pro,5,25,3.321928094887362
Gemini 2.5 Pro,6,25,2.0
Gemini 2.5 Pro,7,25,1.0
Gemini 2.5 Pro,8,25,0.0
Gemini 2.5 Pro,9,25,0.0
Gemini 2.5 Pro,10,25,0.0
Gemini 2.5 Pro,1,26,6.870364719583405
Gemini 2.5 Pro,2,26,6.129283016944966
Gemini 2.5 Pro,3,26,4.906890595608519
Gemini 2.5 Pro,4,26,4.459431618637297
Gemini 2.5 Pro,5,26,3.169925001442312
Gemini 2.5 Pro,6,26,2.0
Gemini 2.5 Pro,7,26,1.0
Gemini 2.5 Pro,8,26,0.0
Gemini 2.5 Pro,9,26,0.0
Gemini 2.5 Pro,10,26,0.0
Gemini 2.5 Pro,1,27,6.658211482751795
Gemini 2.5 Pro,2,27,5.584962500721156
Gemini 2.5 Pro,3,27,4.321928094887363
Gemini 2.5 Pro,4,27,3.700439718141092
Gemini 2.5 Pro,5,27,2.321928094887362
Gemini 2.5 Pro,6,27,1.0
Gemini 2.5 Pro,7,27,0.0
Gemini 2.5 Pro,8,27,0.0
Gemini 2.5 Pro,9,27,0.0
Gemini 2.5 Pro,10,27,0.0
Gemini 2.5 Pro,1,28,6.700439718141093
Gemini 2.5 Pro,2,28,6.0
Gemini 2.5 Pro,3,28,4.700439718141093
Gemini 2.5 Pro,4,28,4.0
Gemini 2.5 Pro,5,28,2.807354922057604
Gemini 2.5 Pro,6,28,1.0
Gemini 2.5 Pro,7,28,0.0
Gemini 2.5 Pro,8,28,0.0
Gemini 2.5 Pro,9,28,0.0
Gemini 2.5 Pro,10,28,0.0
Gemini 2.5 Pro,1,29,6.539158811108031
Gemini 2.5 Pro,2,29,5.392317422778761
Gemini 2.5 Pro,3,29,4.0
Gemini 2.5 Pro,4,29,3.321928094887362
Gemini 2.5 Pro,5,29,2.0
Gemini 2.5 Pro,6,29,1.0
Gemini 2.5 Pro,7,29,0.0
Gemini 2.5 Pro,8,29,0.0
Gemini 2.5 Pro,9,29,0.0
Gemini 2.5 Pro,10,29,0.0
Gemini 2.5 Pro,1,30,6.672425341971495
Gemini 2.5 Pro,2,30,6.0
Gemini 2.5 Pro,3,30,4.700439718141093
Gemini 2.5 Pro,4,30,3.807354922057604
Gemini 2.5 Pro,5,30,2.584962500721156
Gemini 2.5 Pro,6,30,1.584962500721156
Gemini 2.5 Pro,7,30,1.0
Gemini 2.5 Pro,8,30,0.0
Gemini 2.5 Pro,9,30,0.0
Gemini 2.5 Pro,10,30,0.0
Claude Sonnet 4.5,1,1,6.727920454563199
Claude Sonnet 4.5,2,1,6.507794640198696
Claude Sonnet 4.5,3,1,5.700439718141092
Claude Sonnet 4.5,4,1,4.584962500721156
Claude Sonnet 4.5,5,1,3.807354922057604
Claude Sonnet 4.5,6,1,3.0
Claude Sonnet 4.5,7,1,3.0
Claude Sonnet 4.5,8,1,2.807354922057604
Claude Sonnet 4.5,9,1,2.321928094887362
Claude Sonnet 4.5,10,1,0.0
Claude Sonnet 4.5,1,2,6.700439718141092
Claude Sonnet 4.5,2,2,5.672425341971495
Claude Sonnet 4.5,3,2,4.754887502163468
Claude Sonnet 4.5,4,2,3.4594316186372973
Claude Sonnet 4.5,5,2,2.321928094887362
Claude Sonnet 4.5,6,2,1.584962500721156
Claude Sonnet 4.5,7,2,1.0
Claude Sonnet 4.5,8,2,1.0
Claude Sonnet 4.5,9,2,0.0
Claude Sonnet 4.5,10,2,0.0
Claude Sonnet 4.5,1,3,6.727920454563199
Claude Sonnet 4.5,2,3,6.20945336562895
Claude Sonnet 4.5,3,3,5.392317422778761
Claude Sonnet 4.5,4,3,4.584962500721156
Claude Sonnet 4.5,5,3,3.9068905956085187
Claude Sonnet 4.5,6,3,3.169925001442312
Claude Sonnet 4.5,7,3,3.169925001442312
Claude Sonnet 4.5,8,3,2.321928094887362
Claude Sonnet 4.5,9,3,1.584962500721156
Claude Sonnet 4.5,10,3,0.0
Claude Sonnet 4.5,1,4,6.845490050944375
Claude Sonnet 4.5,2,4,6.285402218862249
Claude Sonnet 4.5,3,4,5.392317422778761
Claude Sonnet 4.5,4,4,4.523561956057013
Claude Sonnet 4.5,5,4,3.700439718141092
Claude Sonnet 4.5,6,4,2.807354922057604
Claude Sonnet 4.5,7,4,2.584962500721156
Claude Sonnet 4.5,8,4,1.584962500721156
Claude Sonnet 4.5,9,4,1.0
Claude Sonnet 4.5,10,4,0.0
Claude Sonnet 4.5,1,5,6.658211482751795
Claude Sonnet 4.5,2,5,6.22881869049588
Claude Sonnet 4.5,3,5,5.357552004618084
Claude Sonnet 4.5,4,5,4.392317422778761
Claude Sonnet 4.5,5,5,3.700439718141092
Claude Sonnet 4.5,6,5,2.584962500721156
Claude Sonnet 4.5,7,5,2.321928094887362
Claude Sonnet 4.5,8,5,2.0
Claude Sonnet 4.5,9,5,1.0
Claude Sonnet 4.5,10,5,0.0
Claude Sonnet 4.5,1,6,6.569855608330948
Claude Sonnet 4.5,2,6,5.78135971352466
Claude Sonnet 4.5,3,6,4.700439718141092
Claude Sonnet 4.5,4,6,3.584962500721156
Claude Sonnet 4.5,5,6,3.0
Claude Sonnet 4.5,6,6,2.321928094887362
Claude Sonnet 4.5,7,6,2.0
Claude Sonnet 4.5,8,6,1.584962500721156
Claude Sonnet 4.5,9,6,1.0
Claude Sonnet 4.5,10,6,0.0
Claude Sonnet 4.5,1,7,6.6293566200796095
Claude Sonnet 4.5,2,7,5.832890014164741
Claude Sonnet 4.5,3,7,4.807354922057604
Claude Sonnet 4.5,4,7,4.0
Claude Sonnet 4.5,5,7,3.4594316186372973
Claude Sonnet 4.5,6,7,3.0
Claude Sonnet 4.5,7,7,2.807354922057604
Claude Sonnet 4.5,8,7,2.584962500721156
Claude Sonnet 4.5,9,7,2.0
Claude Sonnet 4.5,10,7,0.0
Claude Sonnet 4.5,1,8,6.491853096329675
Claude Sonnet 4.5,2,8,5.807354922057604
Claude Sonnet 4.5,3,8,4.954196310386875
Claude Sonnet 4.5,4,8,4.0
Claude Sonnet 4.5,5,8,3.169925001442312
Claude Sonnet 4.5,6,8,2.321928094887362
Claude Sonnet 4.5,7,8,2.321928094887362
Claude Sonnet 4.5,8,8,2.0
Claude Sonnet 4.5,9,8,1.0
Claude Sonnet 4.5,10,8,0.0
Claude Sonnet 4.5,1,9,6.643856189774724
Claude Sonnet 4.5,2,9,6.066089190457772
Claude Sonnet 4.5,3,9,5.129283016944966
Claude Sonnet 4.5,4,9,3.807354922057604
Claude Sonnet 4.5,5,9,2.807354922057604
Claude Sonnet 4.5,6,9,1.584962500721156
Claude Sonnet 4.5,7,9,1.0
Claude Sonnet 4.5,8,9,1.0
Claude Sonnet 4.5,9,9,0.0
Claude Sonnet 4.5,10,9,0.0
Claude Sonnet 4.5,1,10,6.442943495848728
Claude Sonnet 4.5,2,10,5.78135971352466
Claude Sonnet 4.5,3,10,4.807354922057604
Claude Sonnet 4.5,4,10,4.087462841250339
Claude Sonnet 4.5,5,10,3.321928094887362
Claude Sonnet 4.5,6,10,2.321928094887362
Claude Sonnet 4.5,7,10,2.0
